"location","latitude","longitude"
"Aurora East","39.638542","-104.56906"
"BUTNER","36.1408","-78.7692"
"Farrell - PA","41.215","-80.485"
"Rocky Flats - N - 16","39.9128","-105.1883"
"Dallas Hinton St. C4","32.82","-96.86"
"MMNPS1027","40.102425","-123.79378"
"Beaufort","34.8848","-76.6203"
"GBUAPCD EBAM @ Lee V","37.956863","-119.121025"
"Swiftwater","41.0831","-75.3283"
"MMCA81024","41.04711","-123.67518"
"Cle Elum_Mobile","47.197662","-120.95827"
"Yreka","41.72679","-122.63359"
"Bethel","61.20586","-149.8246"
"MMNPS1031","40.80079","-124.15849"
"Azusa","34.136475","-117.923965"
"PM2.5 Mammoth Lakes","37.645832","-118.96651"
"LYNN","42.4747","-70.9719"
"MMCA81033","34.390114","-119.506424"
"EBAM6 - Konocti Elem","38.91661","-122.6084"
"Forest Park","38.631058","-90.28114"
"Indio","33.71969","-116.1897"
"Redmond High School","44.275","-121.1905"
"GBUAPCD EBAM @ Alpin","38.766247","-119.80767"
"MMCA81033","38.804256","-123.01819"
"GBUAPCD EBAM @ Lee V","37.956863","-119.12104"
"GBUAPCD EBAM @ Lee V","37.956863","-119.121"
"Otay Mesa - Donovan","32.57936","-116.92949"
"Portland Benson High","45.5273","-122.651"
"Fresno-Foundry Park","36.71088","-119.777435"
"MMNPS1026","40.946766","-123.63655"
"Unit0269","38.979263","-105.353035"
"MMCA81014","35.40797","-120.54661"
"Cle Elum_Mobile","47.19761","-120.95829"
"Dunkirk","42.4992","-79.32"
"MMCA81015","38.610935","-122.8688"
"GBUAPCD EBAM @ Alpin","38.76626","-119.80752"
"GRAFTON","43.3431","-87.9208"
"Unit0269","38.979244","-105.35306"
"CHI_TAFT","41.9844","-87.7919"
"Pico Rivera","34.0131","-118.0592"
"MMNPS1027","40.119057","-123.78474"
"SPRINGFIELDSP","42.120247","-72.58499"
"GBUAPCD EBAM @ Lee V","37.956882","-119.12096"
"PM2.5 Woodfords EBAM","38.765514","-119.80733"
"Cocoa Beach","28.3108","-80.6156"
"MMCA81044","41.047485","-123.67711"
"MMCA81023","38.219856","-122.26706"
"Cle Elum_Mobile","47.197514","-120.95827"
"University Meadows","35.31416","-80.71347"
"GBUAPCD EBAM @ Bento","37.817806","-118.47598"
"San Francisco","37.7658","-122.3978"
"Green Valley","31.8794","-110.9964"
"Fresno-Pacific","0","0"
"Leavenworth_Mobile","47.558624","-120.672714"
"GBUAPCD EBAM @ Bisho","37.360683","-118.330826"
"TCSE","41.240536","-80.66276"
"MMCA81015","38.610905","-122.86888"
"MMCA81051","35.52717","-120.52873"
"LAN1","40.0439","-76.1125"
"PM2.5 Woodfords EBAM","38.76557","-119.80739"
"GBUAPCD EBAM @ Lone","36.60901","-118.05784"
"MMCA81014","35.408207","-120.54667"
"GBUAPCD EBAM @ June","37.78432","-119.073685"
"MMCA81010","39.649055","-121.64955"
"Richmond City Near R","37.59088","-77.46925"
"GBUAPCD EBAM 1","37.95683","-119.12087"
"GBUAPCD EBAM @ Alpin","38.76631","-119.80756"
"Crawford Woods","39.38467","-84.540535"
"GBUAPCD EBAM @ Coso","36.049458","-117.94388"
"GBUAPCD EBAM @ Lee V","37.956947","-119.12096"
"East Bethel","45.4008","-93.2011"
"San Andreas","38.20185","-120.68028"
"PM2.5 Mammoth Lakes","37.645832","-118.966545"
"Colerain","39.21494","-84.69086"
"BETHANY","36.308887","-79.85917"
"Eisenhower Park","40.7447","-73.5869"
"YORK","39.9653","-76.6994"
"SHEPVILL","37.9856","-85.7131"
"Riverton Mobile","43.02421","-108.3637"
"MMCA81037","39.11237","-123.198494"
"Long Beach - Hudson","33.8022","-118.3667"
"GBUAPCD EBAM @ June","37.78431","-119.07379"
"MMCA81030","38.561302","-121.51422"
"GBUAPCD EBAM @ Lone","36.609257","-118.05205"
"GBUAPCD EBAM @ Bridg","38.257698","-119.218376"
"Cle Elum_Mobile","47.19855","-120.95746"
"GBUAPCD EBAM @ Woodf","38.765667","-119.80745"
"Plain_Mobile","47.768597","-120.6645"
"MMCA81033","38.55744","-121.50087"
"GBUAPCD EBAM @ Lee V","37.95684","-119.120895"
"Laney College","37.793625","-122.263374"
"GBUAPCD EBAM @ Lone","36.60901","-118.05771"
"Red Mountain","33.5079","-111.7546"
"GBUAPCD EBAM @ Bridg","38.257614","-119.218506"
"Roseburg - Garden Va","43.2266","-123.36479"
"Frederick Airport","39.42276","-77.37519"
"Hayden","33.006268","-110.78648"
"Bloomington","39.15937","-86.504745"
"MMCA81017","39.035164","-120.124855"
"Lone Pine EBAM","36.60724","-118.0547"
"PM2.5 Mammoth Lakes","37.64578","-118.966545"
"MMNPS1027","40.102703","-123.79392"
"Plain_Mobile","47.7685","-120.664536"
"MMCA81033","34.390156","-119.506424"
"Keller C17","32.922497","-97.28209"
"Plain_Mobile","47.76853","-120.6645"
"Thibodaux","29.7639","-90.7653"
"Mobile_WhiteSalmon","45.73236","-121.49229"
"Columbus - Rocky For","39.237457","-85.891335"
"Waterbury","41.5503","-73.0442"
"New Haven - Criscuol","41.30129","-72.90269"
"MMCA81026","41.528084","-122.3645"
"GBUAPCD EBAM @ Lee V","37.360714","-118.3308"
"FBHWWTP","30.6575","-81.464165"
"San Luis Obispo - Hi","35.25639","-120.66889"
"PM2.5 Mammoth Lakes","37.64575","-118.96646"
"MMCA81010","38.93309","-119.97184"
"Vichy Elementary Sch","38.33498","-122.258026"
"Baytown Garth C1017","29.823318","-94.98379"
"Unit1029","41.728554","-122.52157"
"Mobile_Newport","48.186485","-117.04907"
"NCore - White Mounta","37.360683","-118.33078"
"BAPC 301 39TH STREET","40.4656","-79.9611"
"GBUAPCD EBAM @ Bento","37.360382","-118.39176"
"Los Angeles - N. Mai","34.0669","-118.2417"
"MMCA81046","38.507637","-122.47902"
"MMCA81030","38.933186","-119.971924"
"Shafter - Walker Str","35.5036","-119.2717"
"Cave Camp - Timpanog","40.44194","-111.71341"
"Apple Valley","44.7383","-93.2372"
"PM2.5 Mammoth Lakes","37.645706","-118.96651"
"Mobile_Cle Elum","47.197567","-120.95827"
"MMCA81014","35.407906","-120.546715"
"MMCA81014","35.407776","-120.546646"
"GBUAPCD EBAM @ June","37.784462","-119.07358"
"Cle Elum_Mobile","47.19778","-120.95823"
"MMNPS1027","40.101654","-123.790794"
"MMCA81036","38.75323","-122.622185"
"Chalmette Vista","29.9431","-89.9761"
"Mayo Clinic","30.2603","-81.4533"
"MMCA81033","38.560863","-121.50718"
"Keene","42.93052","-72.27233"
"CHAR","40.1469","-79.9033"
"Rutgers University","40.46218","-74.429436"
"Lemmon Valley","39.645287","-119.84005"
"Clinton, Chancy Park","41.8231","-90.2119"
"GBUAPCD EBAM @ Lee V","37.95698","-119.12104"
"MMCA81046","38.507584","-122.47897"
"Babylon","40.7356","-73.4061"
"SYDNEY","27.5792","-82.1383"
"Adams-Birch","39.8281","-104.93645"
"Vacaville","38.3525","-121.9617"
"GBUAPCD EBAM @ Woodf","38.765633","-119.80741"
"PM2.5 Mammoth Lakes","37.645706","-118.96657"
"Salmon PM2.5","45.181908","-113.89028"
"Hidden Valley School","38.473606","-122.700806"
"Kremlin","36.512295","-97.84563"
"Lake Ahquabi","41.2853","-93.5839"
"Cle Elum_Mobile","47.197598","-120.95831"
"Seeley Elementary Sc","47.17563","-113.47618"
"MMCA81033","38.560905","-121.50707"
"Bates House","33.99151","-81.02414"
"Coleville EBAM","38.545616","-119.478806"
"Visalia - N. Church","36.33252","-119.29095"
"GBUAPCD EBAM @ June","37.78435","-119.07366"
"MMFRA1001","39.48246","-121.2213"
"Bridgeport EBAM","38.24771","-119.22749"
"MMCA81023","34.252003","-116.83381"
"GBUAPCD EBAM @ Lee V","37.360737","-118.33093"
"DP4th - Detroit 4th","42.312157","-83.09194"
"MMCA81036","38.753147","-122.6221"
"MMNPS1031","40.800724","-124.15845"
"Inglefield","38.1139","-87.5369"
"San Miguel","35.758408","-120.69623"
"MLK","39.739445","-75.55806"
"MMCA81033","38.804195","-123.01827"
"Spanish Springs","39.621464","-119.718735"
"Eugene - Amazon Park","44.0263","-123.08377"
"Unit1029","41.728573","-122.52151"
"PM2.5 Mammoth Lakes","37.645695","-118.96666"
"Batavia","39.0828","-84.1441"
"MMNPS1026","40.94688","-123.63647"
"NCORE","41.2474","-95.9731"
"Peshastin Mobile","47.566776","-120.60098"
"Coso Junction","36.0494","-117.9439"
"MMCA81010","40.54865","-122.17396"
"GBUAPCD EBAM 1","37.957096","-119.121086"
"Newport_Mobile","46.558083","-120.49474"
"Mobile-Goldendale","45.8158","-120.813644"
"MMFRA1001","39.43976","-121.0711"
"Manhattan/IS143","40.8492","-73.9319"
"Unit153","48.97125","-115.19509"
"Unit386","35.687035","-105.89562"
"Finger Lakes SP","39.07803","-92.31632"
"Porthill","48.99591","-116.50996"
"UNIONCROSS","36.0508","-80.1439"
"Unit386","35.687042","-105.895584"
"Central Phoenix","33.4579","-112.046"
"GBUAPCD EBAM @ Bridg","38.257698","-119.21844"
"MMCA81042","38.510696","-122.806076"
"New Castle","40.9958","-80.3467"
"Centerburg","40.27886","-82.67956"
"GBUAPCD EBAM @ June","37.784332","-119.073555"
"Garrett Jr. High","35.96985","-114.83501"
"MMCA81036","38.75316","-122.62216"
"Evansville-Lloyd","37.977222","-87.59639"
"Mobile_Plain","47.768566","-120.66451"
"Plain_Mobile","47.197586","-120.95831"
"Kinsman Maintenance","41.45465","-80.58841"
"Malta","48.31751","-107.86247"
"Santa Rosa Fire Stat","38.43835","-122.67104"
"MMCA81010","40.70099","-122.33736"
"Perris","33.78933","-117.22764"
"Maple Falls-Azure Wa","48.9477","-122.1471"
"Millbrook NCore","35.85611","-78.574165"
"Rincon Valley School","38.481846","-122.67072"
"GBUAPCD EBAM @ Bisho","37.360703","-118.330826"
"Coleville EBAM","38.54568","-119.478874"
"Casa Grande Downtown","32.877583","-111.75222"
"Hammond-141st St","41.6394","-87.4936"
"Santa Cruz AMS","36.98332","-121.98822"
"GBUAPCD EBAM @ Lone","36.608967","-118.0579"
"Perris","33.7914","-117.2419"
"MMCA81033","38.560898","-121.50713"
"MMCA81015","38.610912","-122.86882"
"Miles City","46.396942","-105.86278"
"Sheridan","44.934","-106.8472"
"MMCA81011","32.792118","-115.56304"
"MMCA82021","38.545586","-119.47883"
"GBUAPCD EBAM @ Woodf","38.76558","-119.80745"
"Springfield","42.1086","-72.5911"
"MMFRA1001","39.439693","-121.07122"
"Bastrop C1612","30.108221","-97.29374"
"MMNPS1031","40.80069","-124.15847"
"MATH & SCIENCE CTR","37.55652","-77.40027"
"Children's Park Site","32.2953","-110.9822"
"Houston East C1","29.7681","-95.2206"
"Wampanoag Laboratory","41.3306","-70.7859"
"MMCA81026","41.52804","-122.364395"
"Candor FRO","35.2632","-79.83662"
"MMCA81033","38.804302","-123.01823"
"MMCA81010","40.735428","-122.228264"
"Mobile_Plain","47.768543","-120.66451"
"MMCA81006","41.83924","-122.851265"
"MMCA81042","38.510815","-122.80582"
"Fire Station 13","41.471783","-81.65679"
"Lone Pine EBAM","36.60771","-118.06217"
"Cle Elum_Mobile","47.197544","-120.95823"
"Chanute","37.67696","-95.47594"
"Lone Pine EBAM","36.607616","-118.06209"
"MMCA81030","38.9331","-119.97195"
"MMCA81009","39.403904","-120.19575"
"MMCA81033","38.56109","-121.507225"
"SEAFORD","38.6539","-75.6106"
"Lake Forest Park-Tow","47.75363","-122.27719"
"GBUAPCD EBAM @ June","37.784782","-119.073555"
"MMCA81044","41.047573","-123.67698"
"MMNPS1027","40.551975","-124.125854"
NULL,"36.085133","-115.204796"
"Kessler","34.984688","97.52275"
"Plain_Mobile","47.768585","-120.664536"
"Unit1027","36.135838","-118.81104"
"BNTCR","35.5","-82.6"
"Kalispell Flathead E","48.2025","-114.30556"
"Augusta","33.4333","-82.0219"
"Wetumpka Tech Park","32.535683","-86.255196"
"MMCA81010","40.50523","-122.54335"
"Palm Springs - Fire","33.8497","-116.54"
"KALAMAZOO","42.2781","-85.5419"
"MMCA81010","40.505253","-122.54335"
"GBUAPCD EBAM @ Alpin","38.766224","-119.80767"
"Bend Pine Ridge Elem","44.024284","-121.33096"
"GBUAPCD EBAM @ Lee V","37.360714","-118.33076"
"MMCA81036","38.75316","-122.62221"
"BROADWAY (South)","38.5425","-90.26361"
"Meraux","29.94","-89.92"
"Toledo NE Hwy20 & NW","44.624397","-123.94006"
"GBUAPCD EBAM @ Bridg","38.25759","-119.21848"
"PM2.5 Mammoth Lakes","37.645832","-118.96657"
"Tempe","33.4124","-111.9347"
"Selma C301","29.5875","-98.3122"
"GBUAPCD EBAM @ Bridg","38.257626","-119.21844"
"MMCA81033","38.507027","-122.47155"
"MMCA81006","41.8392","-122.85124"
"Wampanoag Laboratory","41.33047","-70.78584"
"Cle Elum_Mobile","47.197662","-120.958145"
"PM2.5 Mammoth Lakes","37.645767","-118.966545"
"GBUAPCD EBAM @ Lee V","37.956894","-119.12092"
"UMES Farm","38.17654","-75.70149"
"Portland Cully Helen","45.562202","-122.57562"
"Plumb-Kit","39.506","-119.789"
"Cle Elum_Mobile","47.19758","-120.95825"
"Milwaukee UWM P&R","43.09455","-87.90145"
"Vichy Elementary Sch","38.334946","-122.258026"
"Lancaster DW","40.0439","-76.1125"
"Unit0269","38.979294","-105.35304"
"Lebanon","43.6274","-72.3102"
"MMCA81042","38.510715","-122.80603"
"Unit0269","38.979248","-105.35302"
"Lakeview - Center &","42.189217","-120.353966"
"Odiorne State Park","43.04527","-70.71396"
"MMCA81033","38.560917","-121.50712"
"Pinedale Gaseous","42.8698","-109.8708"
"Cool (Seasonal)","38.89094","-121.00337"
"SHIRLEY PLANTATION","37.3419","-77.2608"
"MMCA81042","38.510685","-122.80612"
"MMCA81006","38.765816","-120.59594"
"Pinehurst","36.6972","-119.0189"
"MMCA81042","38.510715","-122.806076"
"SYDNEY","27.9659","-82.23061"
"Unit1019","36.138325","-118.61715"
"Bridgeport EBAM","38.247677","-119.227455"
"Cicero2","41.86433","-87.748825"
"GBUAPCD EBAM @ Lee V","37.95694","-119.121"
"MMCA81014","35.407917","-120.546646"
"Bunker Hill Village C562","29.778334","-95.538055"
"GBUAPCD EBAM @ Bridg","38.257614","-119.21842"
"Cle Elum_Mobile","47.198444","-120.95804"
"PITTSFIELD","42.4478","-73.2547"
"MMCA81032","38.21151","-122.13295"
"ELIZA HOWELL - NEAR","42.38599","-83.26632"
"GBUAPCD EBAM @ Bridg","38.257614","-119.218544"
"Anthony","32.0036","-106.5992"
"Waverly, Airport","42.7431","-92.5131"
"Cataño 40","18.428389","-66.141655"
"MMCA81033","38.56096","-121.50712"
"MMNPS1027","40.102695","-123.79384"
"GBUAPCD EBAM @ Bridg","38.257614","-119.21848"
"MMCA81014","35.407307","-120.547295"
"Rome-Kraftsman","34.243645","-85.32595"
"MMCA81036","38.75321","-122.622185"
"1008","38.67386","-120.94338"
"Trumbull County Sani","41.240536","-80.66276"
"GBUAPCD EBAM @ Lone","36.609043","-118.057945"
"Cle Elum_Mobile","47.197758","-120.95829"
"MMFRA1001","39.43974","-121.07103"
"GBUAPCD EBAM @ Lone","36.60902","-118.05792"
"Rincon Valley School","38.481888","-122.670654"
"Bethel","44.377792","-70.8547"
"Leavenworth_Mobile","47.558636","-120.672714"
"Idaho Falls PM2.5","43.464695","-112.0465"
"Vichy Elementary Sch","38.33501","-122.257965"
"Bercut Dr","38.593327","-121.50373"
"Nojoqui GTCB","34.5275","-120.1956"
"MMNPS1026","40.946827","-123.636536"
"MMCA81042","38.510845","-122.80582"
"MMCA81023","38.21992","-122.26708"
"Kennewick-Metaline","46.2183","-119.2015"
"MMCA81015","38.61096","-122.86886"
"GBUAPCD EBAM @ Crowl","37.566772","-118.74201"
"LENOIRCOLL","35.235","-77.5733"
"Cle Elum_Mobile","47.19763","-120.95831"
"GBUAPCD EBAM @ Crowl","37.566772","-118.741974"
"Gateway","27.893467","-82.67992"
"MMCA81033","38.804268","-123.01823"
"MMCA81032","38.211456","-122.13293"
"GBUAPCD EBAM 1","37.957108","-119.121155"
"St. Lukes Meridian","43.6007","-116.347855"
"Tonto National Monum","33.654724","-111.10741"
"MMCA81014","35.407948","-120.54661"
"MMCA81042","38.510708","-122.80623"
"Paradise Theater","39.77919","-121.59135"
"MARYVILL","38.7267","-89.9592"
"MMCA81010","38.933186","-119.97191"
"MMCA81011","32.792076","-115.56302"
"MMCA81033","38.560863","-121.50712"
"MMCA81010","40.889816","-122.386215"
"MMNPS1027","40.55204","-124.12575"
"MMCA81033","38.506706","-122.47153"
"GBUAPCD EBAM @ June","37.78429","-119.073685"
"MMCA81015","38.61087","-122.86884"
"KUT2","40.51408","-75.7897"
"MMCA81033","38.80428","-123.01825"
"Bristol","41.71696","-85.8247"
"MMCA81010","40.70102","-122.33736"
"PM2.5 Woodfords EBAM","38.76558","-119.80739"
"GBUAPCD EBAM @ Lee V","37.360737","-118.3308"
"PM2.5 Mammoth Lakes","37.64575","-118.966484"
"Cle Elum_Mobile","47.19764","-120.95825"
"Unit153","48.97118","-115.19513"
"Bend NE 8th & Emerso","44.05466","-121.29407"
"Auburn","38.93568","-121.09959"
"MMCA81023","34.252014","-116.83394"
"GBUAPCD EBAM @ Bridg","38.257668","-119.2184"
"Hood River","45.7035","-121.5296"
"Portage","41.94595","-112.23318"
"Jeffersonville - Bat","38.288193","-85.74134"
"GBUAPCD EBAM @ Bento","37.817238","-118.47534"
"Unit0216","39.714306","-105.123856"
"MMCA81006","41.839252","-122.85129"
"Bay Oaks Park","26.4489","-81.9394"
"San Andreas","38.20185","-120.680275"
"Lone Pine EBAM","36.60725","-118.05462"
"MMCA82003","38.247334","-119.22001"
"GBUAPCD EBAM @ Crowl","37.566696","-118.741974"
"Newport_Mobile","48.18651","-117.04909"
"MMCA82041","40.8827","-121.65406"
"MMCA81001","38.68443","-120.988266"
"Pinedale","42.8698","-109.8708"
"Muscatine, Greenwood","41.4192","-91.0708"
"Leavenworth_Mobile","47.558643","-120.672714"
"GBUAPCD EBAM @ Bridg","38.257668","-119.218376"
"MMCA81014","35.40787","-120.546715"
"MMCA82021","38.545597","-119.47883"
"Newport_Mobile","48.186497","-117.04909"
"MMCA81051","35.527134","-120.528755"
"MMCA81033","38.56093","-121.50713"
"MMCA81016","41.304302","-123.5372"
"Vichy Elementary Sch","38.335033","-122.257965"
"GBUAPCD EBAM @ June","37.78441","-119.07373"
"PM2.5 Mammoth Lakes","37.645767","-118.96653"
"MMCA81010","40.505207","-122.54335"
"MMCA81046","38.507572","-122.478935"
"GBUAPCD EBAM @ Bridg","38.257656","-119.21831"
"Rider Trail I-70","38.75264","-90.44884"
"Rainy Lake","47.347397","-113.58979"
"PRYOR","36.2283","-95.25"
"GBUAPCD EBAM @ June","37.7843","-119.07362"
"Unit328","35.671524","-105.955666"
"Liberty Lake-E Valey","47.66057","-117.0845"
"BETHANY","36.3089","-79.8586"
"MMNPS1027","40.102673","-123.793884"
"PM2.5 Mammoth Lakes","37.645824","-118.96646"
"Hutto C6602","30.545963","-97.54201"
"Sheldon C551","29.85861","-95.16028"
"GBUAPCD EBAM @ Lee V","37.360672","-118.330826"
"GBUAPCD EBAM @ Bento","37.817764","-118.47598"
"Hidden Valley School","38.473583","-122.70076"
"MMCA81010","40.505184","-122.5435"
"Chiloquin Fire Dept","42.575375","-121.86277"
"Mobile_Newport","48.18651","-117.049194"
"Garden","61.20586","-149.8246"
"Mobile_Cle Elum","47.197887","-120.95784"
"Quincy 3rd","47.24126","-119.84595"
"Healdton","34.2569","-97.4742"
"MMCA81039","35.503456","-119.272575"
"CHI_COM","41.7547","-87.7136"
"MMCA81008","38.673912","-120.94338"
"Lone Pine EBAM","36.607735","-118.062126"
"Pembroke Exchange St","43.13246","-71.458244"
"Unit0269","38.979248","-105.353035"
"MMCA81006","41.83917","-122.85118"
"PM2.5 Mammoth Lakes","37.645824","-118.96659"
"GBUAPCD EBAM @ Lee V","37.956947","-119.12098"
"MMCA81014","35.407852","-120.546646"
"El Capitan","34.4625","-120.0244"
"GBUAPCD EBAM @ Crowl","37.56672","-118.741974"
"GBUAPCD EBAM @ June","37.78441","-119.07358"
"GBUAPCD EBAM @ June","37.78445","-119.07365"
"MMNPS1027","40.089603","-123.79532"
"MMCA81014","35.407906","-120.546646"
"YOR1","39.8608","-76.4619"
"MMCA81009","39.403816","-120.19584"
"Cle Elum_Mobile","45.8158","-120.81369"
"Plain_Mobile","47.768566","-120.66456"
"MMCA81006","41.839176","-122.851204"
"Cottonwood E-sampler","46.06132","-116.3467"
"MMCA81006","38.76585","-120.59598"
"Buffalo Near-road","42.92111","-78.76611"
"MMCA81033","38.560886","-121.50703"
"BDED","35.6062","-82.5844"
"Plain_Mobile","47.76862","-120.6645"
"Franklin County","42.013332","-111.80916"
"Chiloquin","42.541077","-121.92164"
"MMNPS1026","40.946766","-123.636406"
"GBUAPCD EBAM @ Lee V","37.956894","-119.12096"
"MMNPS1027","40.102726","-123.79386"
"ATHENS","35.4511","-84.5992"
"SLV Middle School","37.06315","-122.0831"
"WYLAM","33.4997","-86.9242"
"Hopkinsville","36.911667","-87.32361"
"EBAM-6","33.948532","-117.829506"
"MMCA81017","39.035175","-120.12483"
"Hollister AMS","36.8442","-121.3611"
"MMCA82063","38.561302","-121.50885"
"Huffman Wolf Road C563","30.05786","-95.06147"
"Unit328","35.67148","-105.95571"
"Indian River Lagoon","27.8492","-80.4554"
"Chehalis-Market Blvd","46.66409","-122.96732"
"BAYSIDE","43.1811","-87.9006"
"GBUAPCD EBAM @ Coso","36.04938","-117.94377"
"GBUAPCD EBAM @ June","37.784374","-119.07373"
"Clovis - N. Villa Av","36.8192","-119.7164"
"MMNPS1027","40.10278","-123.7939"
"MRGRETTA","38.673172","-90.23908"
"HAMPTON","37.103683","-76.38695"
"MMCA81032","38.21149","-122.13293"
"LEWES","38.7791","-75.16323"
"MMNPS1026","40.946194","-123.63636"
"MMCA81027","41.796295","-123.37535"
"Skyland Drive","36.52102","-82.516304"
"MMNPS1027","40.552017","-124.12577"
"Unit0216","39.714375","-105.12396"
"Brunswick","31.1694","-81.4964"
"Mobile_Newport","48.186443","-117.04903"
"Camp Bullis C58","29.6322","-98.565"
"MMCA81008","38.67386","-120.94338"
"MMCA81044","41.047455","-123.677086"
"La Pine Rural Fire D","43.70376","-121.5273"
"GBUAPCD EBAM @ Alpin","38.766182","-119.8076"
"MMNPS1027","40.102703","-123.79384"
"MMCA81023","34.252045","-116.833786"
"Youngstown - Oakhill","41.096157","-80.658905"
"Leavenworth_Mobile","47.558483","-120.672775"
"Amanda  Elementary","39.478848","-84.40768"
"MMFRA1001","39.43976","-121.07114"
"MMCA81014","35.40798","-120.54656"
"Saratoga BAM","41.452133","-106.81393"
"GBUAPCD EBAM @ June","37.78445","-119.073685"
"Leslie","31.9531","-84.0794"
"PM2.5 Woodfords EBAM","38.765602","-119.80752"
"MMNPS1031","40.80067","-124.158554"
"Lone Pine EBAM","36.607304","-118.05468"
"Mobile_Newport","48.186485","-117.048965"
"Modesto - 14th Stree","37.6583","-120.9936"
"Jerome Mack","36.141895","-115.07873"
"Unit153","48.97125","-115.19501"
"GBUAPCD EBAM @ Bridg","38.257633","-119.21859"
"MMCA82021","38.54561","-119.47883"
"Unit153","48.97117","-115.1951"
"Plain_Mobile","47.197598","-120.95831"
"Cape Elizabeth","43.561043","-70.20732"
"Scottsbluff HS","41.875557","-103.65806"
"Rochester","43.9947","-92.4497"
"Plain_Mobile","47.768555","-120.664474"
"TUPELOAP","34.2633","-88.7597"
"Hartford","41.771442","-72.679924"
"MMCA81024","41.04713","-123.67522"
"Unit0269","38.979313","-105.35309"
"MMCA81033","38.560886","-121.5072"
"GBUAPCD EBAM @ Lone","36.609074","-118.05784"
"Coleville EBAM","38.545616","-119.47878"
"Hollister AMS","36.843426","-121.3621"
"Hidden Valley School","38.473583","-122.700806"
"Yankee","39.472435","-84.39495"
"Joshua Tree NP - Bla","34.0714","-116.3906"
"MMCA81033","38.56096","-121.50718"
"MMNPS1027","40.55191","-124.12577"
"MMCA81033","38.56084","-121.507095"
"Portsmouth Water Tre","38.754597","-82.917"
"GBUAPCD EBAM @ Lee V","37.95684","-119.12098"
"Spokane-Monroe St.","47.6997","-117.4263"
"GBUAPCD EBAM @ Lee V","37.95697","-119.121025"
"Jackson - Clinton","38.34261","-120.76443"
"Mobile - Chickasaw","34.77639","-96.67778"
"Tishomingo","34.198875","-96.67308"
"MMCA81014","35.40783","-120.546646"
"El Cajon - Lexington","32.789562","-116.94422"
"Dillon","45.206448","-112.64252"
"Wadsworth-NV","39.6367","-119.2889"
"Carrizo","35.35474","-120.04013"
"MMCA81042","38.510727","-122.80599"
"GBUAPCD EBAM @ Lee V","37.956882","-119.12104"
"PERCY PRIEST DAM","36.1506","-86.6211"
"GBUAPCD EBAM @ Lee V","37.956894","-119.12098"
"EAST VINTON ELEMENTA","37.28342","-79.88452"
"5511 39TH STREET EAS","27.4494","-82.5219"
"Calveras Road","37.553055","-121.84389"
"Haws Athletic Center","32.7592","-97.3414"
"Unit328","35.671513","-105.95565"
"Unit153","48.971268","-115.195114"
"Newburyport","42.814507","-70.81849"
"MMCA81010","40.70099","-122.33731"
"Unit1029","41.72853","-122.52151"
"Mt. Washington base","44.308132","-71.217636"
"GBUAPCD EBAM @ June","37.784344","-119.07366"
"Springville","36.1358","-118.8108"
"Eliot, Sawgrass Lane","43.111362","-70.76973"
"MMCA81006","38.765797","-120.595894"
"MMCA81023","34.252075","-116.83387"
"Durango Complex","33.4265","-112.1181"
"GBUAPCD EBAM @ Bridg","38.257633","-119.218506"
"Unit1019","36.1383","-118.61715"
"Terre Haute-Lafayett","39.48599","-87.40131"
"EAST VINTON ELEMENTA","37.2856","-79.8842"
"Albemarle HS","38.0766","-78.504"
"Miles City","46.411446","-105.81269"
"GBUAPCD EBAM @ Bento","37.81725","-118.47532"
"MMCA82003","38.247345","-119.220116"
"Winegard Elementary","28.4544","-81.3814"
"Hattiesburg","31.322779","-89.2875"
"Houston Westhollow C410","29.723333","-95.63583"
"Bridgeport EBAM","38.2477","-119.227455"
"Potosi","42.69213","-90.69637"
"GBUAPCD EBAM @ Alpin","38.766277","-119.80758"
"Mobile_Newport","48.186413","-117.048874"
"Bristol","41.7178","-85.8247"
"ROCKWELL","35.55187","-80.39504"
"LEWES","38.7833","-75.1667"
"PASCAGOULA","30.3775","-88.5339"
"MMCA81006","38.56048","-121.50746"
"Coastal Carolina","33.8005","-78.9941"
"GBUAPCD EBAM @ Alpin","38.766205","-119.8076"
"USEPA Region 1 Lab","42.6267","-71.3622"
"Edinburg C1046","26.288622","-98.15207"
"Lake Isle Estates","28.5997","-81.3628"
"Clarksville","36.51282","-87.331"
"MMCA81011","32.79213","-115.563065"
"Unit0269","38.979248","-105.35304"
"MMCA81033","38.50721","-122.47149"
"DOT Miami","25.8975","-80.38"
"MMCA81008","38.67386","-120.94342"
"MMCA81027","41.796295","-123.375305"
"Newport-Calispel","48.181953","-117.0531"
"GBUAPCD EBAM @ Bridg","38.257645","-119.21835"
"GBUAPCD EBAM @ Crowl","37.566784","-118.74195"
"PM2.5 Mammoth Lakes","37.64575","-118.96661"
"Victorville - Park A","34.51","-117.3306"
"GBUAPCD EBAM @ Bridg","38.257668","-119.21844"
"Coleville EBAM","38.545628","-119.47883"
"PM2.5 Mammoth Lakes","37.6458","-118.96657"
"ORGILL","35.3772","-89.8319"
"GBUAPCD EBAM @ Bridg","38.257626","-119.21842"
"Minneapolis-Phillips","44.9536","-93.2581"
"Unit153","48.971214","-115.19506"
"Paul Meyer","36.106373","-115.25335"
"New Milford","41.867336","-75.6866"
"DURHAM","43.97445","-70.12489"
